SK_ID_CURR,NAME_CONTRACT_TYPE,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,TOTALAREA_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,CODE_GENDER_F,CODE_GENDER_M,CODE_GENDER_XNA,NAME_TYPE_SUITE_CHILDREN,NAME_TYPE_SUITE_FAMILY,NAME_TYPE_SUITE_GROUP_OF_PEOPLE,NAME_TYPE_SUITE_OTHER_A,NAME_TYPE_SUITE_OTHER_B,NAME_TYPE_SUITE_SPOUSE_PARTNER,NAME_TYPE_SUITE_UNACCOMPANIED,NAME_INCOME_TYPE_BUSINESSMAN,NAME_INCOME_TYPE_COMMERCIAL_ASSOCIATE,NAME_INCOME_TYPE_PENSIONER,NAME_INCOME_TYPE_STATE_SERVANT,NAME_INCOME_TYPE_STUDENT,NAME_INCOME_TYPE_UNEMPLOYED,NAME_INCOME_TYPE_WORKING,NAME_EDUCATION_TYPE_ACADEMIC_DEGREE,NAME_EDUCATION_TYPE_HIGHER_EDUCATION,NAME_EDUCATION_TYPE_INCOMPLETE_HIGHER,NAME_EDUCATION_TYPE_LOWER_SECONDARY,NAME_EDUCATION_TYPE_SECONDARY_SECONDARY_SPECIAL,NAME_FAMILY_STATUS_CIVIL_MARRIAGE,NAME_FAMILY_STATUS_MARRIED,NAME_FAMILY_STATUS_SEPARATED,NAME_FAMILY_STATUS_SINGLE_NOT_MARRIED,NAME_FAMILY_STATUS_WIDOW,NAME_HOUSING_TYPE_COOP_APARTMENT,NAME_HOUSING_TYPE_HOUSE_APARTMENT,NAME_HOUSING_TYPE_MUNICIPAL_APARTMENT,NAME_HOUSING_TYPE_OFFICE_APARTMENT,NAME_HOUSING_TYPE_RENTED_APARTMENT,NAME_HOUSING_TYPE_WITH_PARENTS,OCCUPATION_TYPE_ACCOUNTANTS,OCCUPATION_TYPE_CLEANING_STAFF,OCCUPATION_TYPE_COOKING_STAFF,OCCUPATION_TYPE_CORE_STAFF,OCCUPATION_TYPE_DRIVERS,OCCUPATION_TYPE_HR_STAFF,OCCUPATION_TYPE_HIGH_SKILL_TECH_STAFF,OCCUPATION_TYPE_IT_STAFF,OCCUPATION_TYPE_LABORERS,OCCUPATION_TYPE_LOW_SKILL_LABORERS,OCCUPATION_TYPE_MANAGERS,OCCUPATION_TYPE_MEDICINE_STAFF,OCCUPATION_TYPE_PRIVATE_SERVICE_STAFF,OCCUPATION_TYPE_REALTY_AGENTS,OCCUPATION_TYPE_SALES_STAFF,OCCUPATION_TYPE_SECRETARIES,OCCUPATION_TYPE_SECURITY_STAFF,OCCUPATION_TYPE_WAITERS_BARMEN_STAFF,WEEKDAY_APPR_PROCESS_START_FRIDAY,WEEKDAY_APPR_PROCESS_START_MONDAY,WEEKDAY_APPR_PROCESS_START_SATURDAY,WEEKDAY_APPR_PROCESS_START_SUNDAY,WEEKDAY_APPR_PROCESS_START_THURSDAY,WEEKDAY_APPR_PROCESS_START_TUESDAY,WEEKDAY_APPR_PROCESS_START_WEDNESDAY,ORGANIZATION_TYPE_ADVERTISING,ORGANIZATION_TYPE_AGRICULTURE,ORGANIZATION_TYPE_BANK,ORGANIZATION_TYPE_BUSINESS_1,ORGANIZATION_TYPE_BUSINESS_2,ORGANIZATION_TYPE_BUSINESS_3,ORGANIZATION_TYPE_CLEANING,ORGANIZATION_TYPE_CONSTRUCTION,ORGANIZATION_TYPE_CULTURE,ORGANIZATION_TYPE_ELECTRICITY,ORGANIZATION_TYPE_EMERGENCY,ORGANIZATION_TYPE_GOVERNMENT,ORGANIZATION_TYPE_HOTEL,ORGANIZATION_TYPE_HOUSING,ORGANIZATION_TYPE_INDUSTRY_1,ORGANIZATION_TYPE_INDUSTRY_10,ORGANIZATION_TYPE_INDUSTRY_11,ORGANIZATION_TYPE_INDUSTRY_12,ORGANIZATION_TYPE_INDUSTRY_13,ORGANIZATION_TYPE_INDUSTRY_2,ORGANIZATION_TYPE_INDUSTRY_3,ORGANIZATION_TYPE_INDUSTRY_4,ORGANIZATION_TYPE_INDUSTRY_5,ORGANIZATION_TYPE_INDUSTRY_6,ORGANIZATION_TYPE_INDUSTRY_7,ORGANIZATION_TYPE_INDUSTRY_8,ORGANIZATION_TYPE_INDUSTRY_9,ORGANIZATION_TYPE_INSURANCE,ORGANIZATION_TYPE_KINDERGARTEN,ORGANIZATION_TYPE_LEGAL_SERVICES,ORGANIZATION_TYPE_MEDICINE,ORGANIZATION_TYPE_MILITARY,ORGANIZATION_TYPE_MOBILE,ORGANIZATION_TYPE_OTHER,ORGANIZATION_TYPE_POLICE,ORGANIZATION_TYPE_POSTAL,ORGANIZATION_TYPE_REALTOR,ORGANIZATION_TYPE_RELIGION,ORGANIZATION_TYPE_RESTAURANT,ORGANIZATION_TYPE_SCHOOL,ORGANIZATION_TYPE_SECURITY,ORGANIZATION_TYPE_SECURITY_MINISTRIES,ORGANIZATION_TYPE_SELF_EMPLOYED,ORGANIZATION_TYPE_SERVICES,ORGANIZATION_TYPE_TELECOM,ORGANIZATION_TYPE_TRADE_1,ORGANIZATION_TYPE_TRADE_2,ORGANIZATION_TYPE_TRADE_3,ORGANIZATION_TYPE_TRADE_4,ORGANIZATION_TYPE_TRADE_5,ORGANIZATION_TYPE_TRADE_6,ORGANIZATION_TYPE_TRADE_7,ORGANIZATION_TYPE_TRANSPORT_1,ORGANIZATION_TYPE_TRANSPORT_2,ORGANIZATION_TYPE_TRANSPORT_3,ORGANIZATION_TYPE_TRANSPORT_4,ORGANIZATION_TYPE_UNIVERSITY,ORGANIZATION_TYPE_XNA,FONDKAPREMONT_MODE_NOT_SPECIFIED,FONDKAPREMONT_MODE_ORG_SPEC_ACCOUNT,FONDKAPREMONT_MODE_REG_OPER_ACCOUNT,FONDKAPREMONT_MODE_REG_OPER_SPEC_ACCOUNT,HOUSETYPE_MODE_BLOCK_OF_FLATS,HOUSETYPE_MODE_SPECIFIC_HOUSING,HOUSETYPE_MODE_TERRACED_HOUSE,WALLSMATERIAL_MODE_BLOCK,WALLSMATERIAL_MODE_MIXED,WALLSMATERIAL_MODE_MONOLITHIC,WALLSMATERIAL_MODE_OTHERS,WALLSMATERIAL_MODE_PANEL,WALLSMATERIAL_MODE_STONE_BRICK,WALLSMATERIAL_MODE_WOODEN,EMERGENCYSTATE_MODE_NO,EMERGENCYSTATE_MODE_YES,NAME_INCOME_TYPE_MATERNITY_LEAVE,NAME_FAMILY_STATUS_UNKNOWN,DAYS_EMPLOYED_ANOM,CREDIT_INCOME_PERCENT,ANNUITY_INCOME_PERCENT,CREDIT_TERM,DAYS_EMPLOYED_PERCENT
235769,0,1,0,1,90000.0,256500.0,26410.5,256500.0,0.028663,9051,309,3834.0,1113,8.0,1,1,0,1,0,0,3.0,2,2,9,0,0,0,0,0,0,0.3723026976928393,0.7247813362830618,0.2764406945454034,0.1165,0.0603,0.9811,0.7416,0.0161,0.0,0.2759,0.1667,0.0417,0.0,0.095,0.0717,0.0,0.0857,0.1187,0.0626,0.9811,0.7517,0.0163,0.0,0.2759,0.1667,0.0417,0.0,0.1038,0.0747,0.0,0.0907,0.1176,0.0603,0.9811,0.7451,0.0162,0.0,0.2759,0.1667,0.0417,0.0,0.0966,0.073,0.0,0.0875,0.0846,0.0,0.0,0.0,0.0,1813.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2.85,0.29345,0.10296491228070176,0.03413987404706662
108362,0,0,0,0,58500.0,817560.0,30951.0,675000.0,0.00496,22306,-365243,1056.0,4028,,1,0,0,1,1,0,2.0,2,2,15,0,0,0,0,0,0,,0.6271470123055409,0.3622772470384314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,538.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.975384615384616,0.5290769230769231,0.03785777190664905,-16.374204249977584
379501,0,0,1,1,157500.0,509400.0,32683.5,450000.0,0.0060079999999999,13462,1783,1676.0,4540,,1,1,0,1,0,0,3.0,2,2,17,0,1,1,0,0,0,0.2694643413227731,0.4624441085653893,0.7267112092725122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,941.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2342857142857144,0.2075142857142857,0.064160777385159,0.1324468875352845
189034,0,1,0,2,135000.0,675000.0,21775.5,675000.0,0.04622,11511,4103,5805.0,2306,18.0,1,1,1,1,0,0,4.0,1,1,16,0,0,0,0,1,1,0.7912942353757351,0.5708806509085741,0.2650494299443805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,276.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.1613,0.03226,0.35644166449483106
432988,0,1,1,0,112500.0,99000.0,10791.0,99000.0,0.015221,12242,474,5778.0,4593,6.0,1,1,0,1,0,0,2.0,2,2,13,0,0,0,1,1,0,0.4198839852704653,0.2372275334415253,0.4101025731788671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,7.0,0.0,2543.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0.09592,0.109,0.03871916353537004
123039,0,0,1,0,157500.0,440784.0,28300.5,360000.0,0.019101,15756,8463,9752.0,4253,,1,1,0,1,0,0,2.0,2,2,10,0,0,0,0,1,1,,0.4327051901209467,0.6246146584503397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1958.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7986285714285715,0.17968571428571428,0.06420491669389089,0.5371287128712872
138968,0,0,1,0,135000.0,195543.0,15448.5,148500.0,0.0096569999999999,15986,2271,8859.0,4742,,1,1,0,1,0,0,2.0,2,2,10,0,0,0,0,1,1,0.5630252136035884,0.3258625457860392,0.2985949897873972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,2296.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4484666666666666,0.11443333333333333,0.07900308372071616,0.14206180407856875
174412,0,0,1,0,157500.0,407520.0,32328.0,360000.0,0.009175,14147,2792,8283.0,4163,,1,1,0,1,0,0,2.0,2,2,11,0,0,0,0,0,0,,0.7373847619567949,0.363945238612397,0.1134,0.0809,0.9861,,,0.12,0.1034,0.3333,,,,0.116,,0.0,0.1155,0.0839,0.9861,,,0.1208,0.1034,0.3333,,,,0.1209,,0.0,0.1145,0.0809,0.9861,,,0.12,0.1034,0.3333,,,,0.1181,,0.0,0.0913,0.0,0.0,0.0,0.0,2761.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.5874285714285716,0.20525714285714286,0.07932862190812721,0.19735632996394994
142653,0,1,1,0,108000.0,319500.0,16443.0,319500.0,0.0145199999999999,11959,2772,2836.0,1100,15.0,1,1,0,1,0,0,2.0,2,2,10,0,0,0,0,0,0,0.548351439781217,0.3589508291851135,0.3622772470384314,0.0997,0.0824,0.9921,0.9388,0.0152,0.08,0.1034,0.3229,0.0971,0.0591,0.0751,0.0841,0.0,0.0012,0.125,0.0646,0.9955,0.9412,0.0154,0.1208,0.1034,0.375,0.0417,0.0448,0.0643,0.0693,0.0,0.0,0.1031,0.0627,0.9955,0.9396,0.0153,0.1,0.1034,0.375,0.0417,0.0601,0.0676,0.0904,0.0,0.0017,0.0523,1.0,0.0,1.0,0.0,395.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.9583333333333335,0.15225,0.051464788732394365,0.23179195584915127
237815,0,0,1,0,157500.0,601470.0,30838.5,450000.0,0.02461,20798,-365243,6884.0,4058,,1,0,0,1,0,0,1.0,2,2,15,0,0,0,0,0,0,,0.691359754425821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,375.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.818857142857143,0.1958,0.05127188388448302,-17.561448216174632
315654,0,1,0,0,90000.0,180000.0,19516.5,180000.0,0.018209,15989,755,1580.0,4667,23.0,1,1,0,1,0,0,2.0,3,3,8,0,0,0,0,0,0,,0.2640009875412127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,524.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.21685,0.108425,0.04721996372506098
162284,0,0,0,0,135000.0,529294.5,25591.5,396000.0,0.031329,15428,3616,1896.0,4784,,1,1,0,1,1,0,2.0,2,2,11,0,0,0,0,1,1,0.7028653027872805,0.5991836741607169,0.3031463744186309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,2885.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9207,0.18956666666666666,0.04835020957142007,0.23437905107596577
257832,0,0,1,0,67500.0,202500.0,15268.5,202500.0,0.0096569999999999,22588,-365243,11689.0,4820,,1,0,0,1,1,0,2.0,2,2,14,0,0,0,0,0,0,,0.4257247174585781,0.5100895276257282,0.3309,0.22,0.9836,0.7756,0.2154,0.32,0.2759,0.3333,0.375,0.1674,0.2698,0.3104,0.0,0.0,0.3372,0.2283,0.9836,0.7844,0.2173,0.3222,0.2759,0.3333,0.375,0.1712,0.2948,0.3234,0.0,0.0,0.3341,0.22,0.9836,0.7786,0.2167,0.32,0.2759,0.3333,0.375,0.1703,0.2745,0.316,0.0,0.0,0.3619,0.0,0.0,0.0,0.0,236.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3.0,0.2262,0.0754,-16.169780414379318
385145,0,0,1,0,202500.0,135000.0,16150.5,135000.0,0.018801,19865,-365243,5045.0,1179,,1,0,0,1,0,0,2.0,2,2,7,0,0,0,0,0,0,0.6210271300168729,0.4591786996951638,0.1131963530622281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,858.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6666666666666666,0.07975555555555555,0.11963333333333333,-18.38625723634533
261197,0,1,1,0,157500.0,1024740.0,52452.0,900000.0,0.018634,11251,151,4332.0,3679,17.0,1,1,0,1,0,0,1.0,2,2,13,0,0,0,0,0,0,0.4822671503259198,0.1151315911606079,0.7136313997323308,,,0.9911,,,,,,,,,0.353,,,,,0.9911,,,,,,,,,0.3678,,,,,0.9911,,,,,,,,,0.3593,,,0.3133,3.0,0.0,3.0,0.0,709.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.506285714285714,0.33302857142857145,0.05118566660811523,0.01342102924184517
